"My rent is ↔600 per annum.
","나의 방세는 일년에 600파운드이다.
"
"We can reduce his statement to three simple facts.
","우리는 그의 진술을 세 가지 간단한 사실로 귀납할 수 있다.
"
"brace up an old building with balks of timber
","들보로 오래된 건물을 견고히 보강했다.
"
"Their children have never wanted for anything.
","그들의 아이는 이제까지 어느 것도 부족한 것이 없었다.
"
"rarely have I seen such a scene.
","나는 이러한 장면을 거의 본 적이 없다.
"
"stop that nonsense!
","그런 헛소리 좀 그만 해라!
"
"His farm joins mine.
","그의 농장은 우리 농장에 인접해있다.
"
"He gets giged for being eleven minutes late.
","그는 11분 늦었기 때문에 벌점을 받았다.
"
"He acted counter to all advice.
","그는 모든 충고를 버리고 뒷골목으로 갔다.
"
"Every day did we go for a walk together.
","우리는 매일마다 함께 산보하러 간다.
"
"That I'll give you.
","이점은 내가 인정한다.
"
"My bank balance isn't very large.
","우리 은행은 예금이 많지 않다.
"
"I wonder in whose house the party will be held.
","나는 이번 모임을 누구의 집에서 거행할 것인지를 모르겠다.
"
"We felt relieved at this prospect.
","이러한 전망을 보고 우리들은 안심이 되었다.
"
"He dissipated his large fortune in a few years.
","그는 몇 년 동안 많은 재산을 헤프게 다 썼다.
"
"The old lady climbs the stairs with difficulty.
","이 노부인은 힘들게 계단을 올라간다.
"
"We must take prompt action,as Comrade Li has just pointed out.
","이 동지가 방금 지적한 것처럼 우리는 바로 행동해야 한다.
"
"Please accept my sincere thanks and best wishes.
","저의 진정한 감사와 가장 아름다운 축원을 받아주십시오.
"
"I'm afraid I don't agree with you there.
","나는 너의 견해에 동의하지 않는다.
"
"We know a good many kinds of energy that people make use of.
","우리들은 많은 사람들이 이용한 에너지를 안다.
"
"Utterly exhausted,he plumped down on the bed.
","그는 너무나 지쳐서 침대에 벌떡 누워버렸다.
"
"I toddled round to my friend's house.
","나는 친구집까지 산책했다.
"
"She had a certain light in her eyes.
","그녀의 눈에 광채가 반짝거렸다.
"
"You can't hear the speaker from the back of the ball.
","당신들은 홀의 뒤에 앉아 있어서 강연자의 연설을 들을 수 없다.
"
"We never imagined that John would become a doctor.
","우리는 존이 뜻밖에도 의사가 되리라고는 상상도 못했습니다.
"
"Macmillan punched in at eight o'clock that morning.
","맥밀런은 그날 아침 8시에 타임레코더로 출근 시각을 기록했다.
"
"Don't let all this good food go to waste!
","이렇게 맛있는 음식을 괜히 낭비하지 마라.
"
"The book has just come off the press.
","이 책은 막 출판되었다.
"
"He never backed away from difficulties.
","그는 이제껏 어려움 앞에서 물러나 본 적이 없다.
"
"We'll carry on our discussion tomorrow.
","우리는 내일 계속 토론하려고 한다.
"
"A figure loomed up out of the mist.
","하나의 그림자가 짙은 안개속에 흐릿하게 나타났다.
"
"Since the products will be sold in our country,the price should be set by us.
","우리나라 시장에서 영업을 하니 가격은 마땅히 우리측에서 정해야 한다.
"
"One sometimes wonders if there's any morality in politics.
","때때로 사람들은 정치에 있어서 이야기할 만한 도덕이 있는 지의 여부를 회의한다.
"
"The smell of fish enticed the cat into the kitchen.
","생선 비린내가 새서 고양이를 부엌으로 들어가게 했다.
"
"He flied out to left field.
","그는 외야로 비구를 쳤는데 수비가 받아서 아웃이 되었다.
"
"If you want to be a success in business you must be aggressive.
","만약 당신이 사업에 있어서 성공하고 싶다면, 당신은 반드시 추진력이 있어야 한다.
"
"Jim and I want to thank you for the beautiful salad bowl set.
","나와 Jim은 네가 예쁜 샐러드 그릇을 보내준 것에 매우 감사한다.
"
"The child lisped out his name.
","아이는 혀가 잘 안 돌아가는 소리로 자신의 이름을 말했다.
"
"She carved up the meat and gave each of us a piece.
","그녀가 고기를 덩어리로 잘라 우리 모두에게 한 덩어리씩 나누어 주었다.
"
"given good health ,one can achieve anything.
","만약에 건강하다면 무슨 일이든 이루어낼 수 있다.
"
"My cheeks were burning with shame.
","나는 부끄러워서 양볼이 화끈거렸다.
"
"The story as yet is unscreened.
","이 이야기는 지금까지 영화로 개편된 적이 없다.
"
"We can overlook the sea from here.
","우리는 여기에서 대해를 굽어볼 수 있다.
"
"She has a rather posh way of speaking.
","그녀는 말할 때 상류사회의 말투가 있다.
"
"This handle won't screw well.
","이 핸들은 잘 돌아가지 않는다.
"
"We are the nucleus of the group.
","우리는 이 그룹의 핵심이다.
"
"He had a scout round to see what he could find.
","그는 어떤 것들을 찾을 수 있는지 좀 보면서 사방을 찾았다.
"
"The function of a chairman is to lead and control meetings.
","주석의 직무는 회의 순서를 이끌고 조절하는 것이다.
"
"""Hell!"" John snapped him up.
","""나쁜 놈!"" 존은 갑자기 그의 말을 끊으며 소리쳤다.
"
"Your firm has been recommended to us by the Chamber of Commerce in Tokyo,Japan.
","귀사는 이미 일본 동경의 상회가 우리에게 추천하였습니다.
"
"Persistent efforts were involved in completing the work.
","이 일을 완성하는데는 지속적인 노력이 필요하다.
"
"He told me to take these pills every four hours.
","그는 내게 4시간마다 한 번씩 이 알약들을 복용하라고 했다.
"
"He has donated his library to our school.
","그는 자신의 장서를 우리 학교에 기증하였다.
"
"QUARANTINE CRTFCTE UNRCVD WHN U SNT REP -quarantine certificate not yet received,when did you send,reply (immediately)
","검역증을 아직 받지 못했는데, 당신이 언제 부쳤는지 회답해 주십시오.
"
"The baby can't count yet.
","아기는 아직 숫자를 세지 못한다.
"
"My brother got up earlier than I did.
","나의 형이 나보다 일찍 일어난다.
"
"I cannot recall what was said then.
","나는 그때 무엇을 말했는지 생각나지 않는다.
"
"Our family is no different from the average family.
","우리 가정은 일반적인 가정과 다를 것이 없다.
"
"He troubleshoots for a large industrial firm.
","그는 대기업의 고장 수리원으로 고용됐다.
"
"blow off steam
","화를 내다. 
"
"The cashier was asked to account for every penny of the money that was entrusted to him.
","출납원은 그가 취급하는 모든 동전을 정확하게 인계해 줄 것이 요구된다.
"
"Break the bad news gently.
","이 나쁜 소식을 가볍게 말하다
"
"The eight men kept together throughout the boat race as though they were one.
","그 여덟 명은 보트 경기에서 처음부터 끝가지 한 사람처럼 협심협력 하였다.
"
"In proportion to its size,the earth is the heaviest of all the planets.
","그것의 크고 작은 크기로 보면 지구는 모든 항성 중에서 가장 중요한 것이다.
"
"The gear is not quite true.
","이 기어의 위치가 그다지 정확하지 않다.
"
"Although I have known him only a few years,yet he is my best friend.
","비록 나는 그를 단지 몇 년 알았지만, 그는 나의 가장 좋은 친구이다.
"
"Everyone in the house shares the bathroom.
","이 집에 사는 사람들은 공동으로 이 욕실을 사용한다.
"
"We have disposed of the rubbish.
","우리는 이미 쓰레기를 깨끗이 치웠다.
"
"I don' t think he ' s really learning carpentry,he's only playing at it.
","내 생각에 그는 결코 진정으로 목공을 배우고 있지 않다. 그는 단지 놀고 있을 뿐이다.
"
"crack down on (upon)tax evaders
","탈세자를 제재하다.
"
"Move along and make room for me!
","조금 옮겨 앉아서, 나에게 자리를 좀 비워주어라.
"
"I beg to point out that your facts are incorrect.
","나는 삼가 당신이 이야기한 사실이 정확하지 않다고 지적합니다.
"
"Mr.Wang lives in Hongkong.
","왕선생은 홍콩에 산다.
"
"Flattery is foreign to his nature.
","아첨은 그의 성질이 맞지 않는다.
"
"This is the printed pure silk fabric produced in Shanghai.
","이것은 상해에서 생산되는 진짜 날염 견직물이다. 
"
"When I checked my shopping list I found I'd forgotten to buy eggs.
","구입할 물건의 목록을 훑어보니, 계란 사는 것을 잊었다는 것을 알았다.
"
"Wild life is under threat everywhere.
","야생동물은 도처에서 위협을 받는다.
"
"You're getting warm; you've nearly found the answer!
","네가 거의 맞추려고 한다. 너는 거의 이미 답을 찾았다.
"
"I grasped the main points of the speech.
","나는 이 강연의 요점을 이해했다.
"
"What you say now is far removed from what you said before.
","네가 지금 말한 것은 이전에 말한 것과 현저한 차이가 있다.
"
"I heated myself by rapid walking.
","나는 빠른 발걸음 때문에 몸이 따뜻해졌다.
"
"Tom's heavy footsteps upstairs make the old house vibrate.
","위층에서 톰의 무거운 발소리가 오래된 건물 전체를 진동시켰다.
"
"He has seen the house where Dr.Sun - Yat - Sen was born.
","그는 손사장이 출생한 집을 본적이 있다.
"
"Things have assumed a new aspect.
","사태는 이미 새로운 국면으로 나타났다.
"
"They're renting a furnished house.
","그들은 가구가 배치된 집을 임대했다.
"
"The pamphlet provides the essentials but nothing beyond.
","이 작은 책자에는 필수적인 것만 있고 기타 내용은 없다.
"
"He deviated from the path and wandered into the forest.
","그는 작은 길을 떠나 숲으로 천천히 걸어 들어갔다.
"
"The old cars were broken down for their metal and parts.
","그 오래된 차들은 그중의 금속과 부품을 이용하도록 남겨 두고 모두 해체되었다.
"
"To develop our industry and agriculture rapidly is necessary.
","우리의 농공업을 신속히 발전시키는 것은 필요한 것이다.
"
"She has kept all the letters from him.
","그녀는 그의 답장을 모두 보관했다.
"
"We are sure to fulfill the task ahead of schedule if everyone bears down.
","만약 모두가 노력한다면, 우리는 반드시 임무를 앞당겨 완성할 수 있다.
"
"She gave a stagger as she began to feel faint.
","그녀가 멀미가 날 때 몸을 비틀거렸다.
"
"He introduced himself to Comrade Wang ,hoping to enter into conversation with him.
","그는 왕 동지에게 자기 소개를 하고, 그와 말을 걸려고 하였다.
"
"The curator took me personally through the museum.
","관장이 친히 나를 데리고 박물관의 구석구석을 참관했다.
"
"I accepted it without question.
","나는 아무런 의문도 없이 그것을 받아들였다.
"
"He shouldered his way through the crowd.
","그는 어깨로 사람들을 밀치고 앞으로 나갔다.
"
"She was walking towards town when I met her.
","내가 그녀를 만났을 때 그녀는 마을쪽으로 걸어가고 있었다.
"
"Consciousness returned gradually.
","지각이 점차 회복되었다.
"
"Mike was the kind of son any parent would be proud of.
","Mike 같은 이런 아이는 어느 부모라도 그를 자랑스럽게 여길 것이다.
"
"This shop only sells paperbacks.
","이 서점은 엷은 종이를 한 염가판의 책만을 판다.
"
"You are not leaving us,already are you?.
","너는 이렇게 일찍 우리들을 떠날 수는 없다. 그렇지?
"
"Holes are machined on lathes with various cutting tools.
","여러 가지 다른 절삭공구를 이용해서 선반에 구멍을 만든다.
"
"Age creeps up on us.
","우리는 자기도 모르는 사이에 늙었다. 노년이 자기도 모르는 사이에 왔다.
"
"I abhor violence.
","나는 폭력을 몹시 미워한다.
"
"I head that you and Gayle become engaged last night.
","나는 너가 Gayle와 어제 정혼했다는 것을 들었다.
"
"We are within striking distance of completing the dictionary.
","우리는 이 사전을 완성하는 데에 기간이 얼마 남지 않았다.
"
"I beguiled my long journey by listening music.
","나는 음악에 의지해서 긴 여정을 기분전환했다.
"
"The weatherman reported the typhoon to have approached the mainland.
","기상 통보관은 태풍이 이미 본토에 접근했다고 통보했다.
"
"Can we each make some concession?
","우리는 쌍방 모두가 양보를 좀 할 수 있을까?
"
"A feather floated down on the wind.
","새털이 바람에 날라 떨어진다.
"
"I'll be flying in on the 22nd.
","나는 22일에 비행기를 타고 돌아올 것이다.
"
"I rest on your promise.
","나는 너의 약속을 신뢰한다.
"
"Thank you for sending me the I-20 form.
","당신이 보내주신 120표에 감사합니다.
"
"I've got a lot of things to do before I can leave.
","내가 떠나기 전에, 나는 아직 해야할 많은 일들이 있다.
"
"knock up a good score
","좋은 점수로 이겼다.
"
"This is the cottage where the bandits once holed up.
","여기가 바로 토비가 일찌기 몸을 숨겼던 오두막집이다.
"
"I've struck ona new idea.
","나는 갑자기 새로운 생각이 떠올랐다.
"
"The child has been ill-treated.
","이 아이는 줄곧 학대 받았다.
"
"You shouldn't lift heavy weights after an operation.
","수술 후에 너는 절대로 무거운 물건을 들어서는 안된다.
"
"The root of the big tree trends to edge away the corner stone.
","이 큰 나무의 뿌리는 담 구석 돌을 밀어낼 것이다.
"
"I'm plain tired.
","나는 매우 피곤하다.
"
"A trained dog can act as a guide to a blind person.
","훈련을 받은 개는 맹인의 안내를 충당할 수 있다.
"
"There were bloodstains on the floor where they had been fighting.
","그들이 싸웠던 마루 위에 얼룩얼룩 피 흔적이 남았다.
"
"Respiration is difficult at great heights.
","매우 높은 고원에서는 호흡하기가 아주 곤란하다.
"
"I usually rest for an hour after a morning of writing.
","타는 통상 아침 동안 글을 쓰고 나서 한 시간을 쉰다.
"
"I'm sending mother an enlargement of the baby's photograph.
","나는 아기의 확대 사진을 어머니에게 부치고 있다.
"
"The captain of the winning team was called forward to receive the cup.
","우승팀의 팀장은 불려 나와 서서 우승컵을 받았다.
"
"The dredger spooned up mud.
","준설기가 진흙을 파내다.
"
"Please offer 50 metric tons of walnuts for shipment in June at the latest.
","6월 이전에 선적 운반하는 50톤 복숭아 가격을 오퍼하십시오.
"
"Make sure the machine's connected properly.
","기계가 맞게 전원을 연결했는지를 보장해라.
"
"This is my last ↔1.
","이것은 나의 마지막 1파운드의 돈이다.
"
"I'm confident you've made the right choice.
","나는 네가 이미 정확한 선택을 했다고 믿는다.
"
"follow this street to the first corner.
","이 거리를 따라 첫번째 코너에 도달하다.
"
"How can you make air move?
","너는 어떻게 공기가 유동하게끔 할 수 있니?
"
"To get to Oxford Circus,take the southbound train.
","옥스포드 광장에 가려면 남쪽으로 가는 기차를 타라.
"
"To everybody's amusement the actor fell off the stage.
","연기자가 무대 위에서 넘어져서, 사람들 모두를 웃게 만들었다.
"
"What others think I do not know; I can only speak for myself.
","다른 사람이 어떻게 생각하는 지는 알지 못한다. 다만 내 말을 할 뿐이다.
"
"Suitable for all types of washing machines.
","모든 유형의 세탁기에 적당하다.
"
"The boy dived into the swimming pool from the divingboard.
","그 소년은 도약판에서 수영장으로 뛰어들었다.
"
"We have similar opinions.
","우리는 비슷한 의견을 가지고 있다.
"
"You can't mix oil and water.
","너는 기름과 물을 한데 섞을 도리가 없다.
"
"He ranks among the best pupils of his grade.
","그는 그들 반에서 가장 우수한 학생 중의 하나이다.
"
"This is an example illustrative of the issue under discussion.
","이것은 토론 중의 문제를 설명한 예이다.
"
"His treatise claimed our attention.
","그의 논문이 우리들의 주의를 끌었다.
"
"She left her country,never to return.
","그녀는 고향을 떠나 영원히 돌아오지 않았다.
"
"I'll just run through this list of figures.
","우리는 단지 금액 목록을 한번 훑어 보려고 한다.
"
"But like everyone else in the classroom I held my breath.
","그러나 교실 안의 다른 사람들처럼 나는 숨을 죽였다.
"
"Our dog went at the postman.
","우리의 개가 우체부를 향해 뛰어들었다.
"
"The Mayor officiated as chairman at the meeting.
","시장은 의장의 신분으로 그 집회를 주재하였다.
"
"When you melt ice,it passes from a solid to a liquid state.
","네가 얼음을 녹일 때, 얼음은 고체상태에서 액체상태로 변한다.
"
"It is,to my thinking,the most important part of the problem.
","내가 볼 때, 그것은 이 문제의 지극히 중요한 부분이다.
"
"I am glad about your success.
","나는 너의 성공에 대해 매우 기쁘게 느낀다.
"
"The medicine eased her pain.
","약이 그녀의 고통을 줄어들게 했다.
"
"All forms of matter do not have the same properties.
","모든 형식의 물질이 모두 같은 특성을 지닌 것은 아니다.
"
"I'm just going to unpack my clothes.
","나는 마침 옷가방에서 나의 옷을 꺼내려 한다.
"
"Did the shop assistant live in or out?
","그 점원은 가게 안에 삽니까, 아니면 다른 곳에 삽니까?
"
"We regret that we are unable to see your representative on...
","우리측은 ...에 너희측 대표를 만날 수 없는 것에 대해 미안하게 생각한다.
"
"Her eyes twinkled with amusement.
","그녀의 눈에 즐거운 빛이 반짝거렸다.
"
"In a little while she delivered the baby with forceps.
","조금 있다가 그녀는 집게로 아이를 받았다.
"
"He was being spat at and reviled by the people who had once supported him.
","당시 그는 과거에 한번 그를 지지했던 그의 사람들의 멸시와 욕을 먹었다.
"
"Hudson discovered alarge bay which now bears his name.
","Hudson은 지은 그의 이름으로 명명되어진 큰 관을 발견했다.
"
"both of us knew it.
","우리 두 사람 다 이 일을 안다.
"
"The crowd melted away after the ambulance left with the patient.
","구급차가 환자를 싣고 출발하자 군중들은 서서히 흩어졌다.
"
"I don't know that I will attend the party.
","나는 내가 이 집회에 참석할 수 없다고 생각한다.
"
"I never get to drive the car.
","나는 영원히 이 차를 운전한 것을 배울 수 없다.
"
"Has he been here lately ?.
","최근에 그는 여기에 왔었냐?
"
"They altered the house to improve its ventilation.
","그들은 방을 좀 바꾸어서 그것으로 하여금 더욱 통풍이 잘 되도록 하였다.
"
"I'm going to read you some of my poems.
","나는 너에게 나의 시들을 읽어 주려한다.
"
"It's dangerous to smoke.
","담배 피우는 것은 위험하다.
"
"Avision mist blurred my vision.
","안개가 나의 시야를 흐릿하게 한다.
"
"I'm in limbo,waiting to know if I've got the job or not.
","나는 마음이 들뜬 상태에서, 이미 그 일을 얻은 건 지의 여부를 알려고 기다리고 있다.
"
"The total number of people infected with malaria was expected to reach 20 million.
","말라리아에 감염된 전체 사람수는 20만 명에 달할 것으로 예상된다.
"
"We will take our own way in the teeth of all opposition.
","모든 반대에 상관없이 우리는 자신의 길을 가기로 결정했다.
"
"Our ships have engaged with the enemy.
","우리의 함선은 이미 적과 교전했다.
"
"He scales 150 pounds.
","그의 체중은 150파운드이다.
"
"When one is angry one often does not see things in proportion.
","사람은 화를 내고 있을 때 왕왕 정확하게 사물의 경중을 볼 수 없다.
"
"When I hit him he reeled back and almost fell.
","내가 그를 때려서 그는 뒤로 비틀거리며, 거의 쓰러질 뻔했다.
"
"She rocked the child in her arms.
","그녀는 아이들을 가슴에 가볍게 안았다.
"
"He walked right past me without even acknowledging me.
","그는 내 곁을 지나가면서 인사조차 하지 않았다.
"
"As the sun went down the whole sky became suffused with a red glow.
","석양은 서쪽으로 지고 온 천지는 붉게 물들었다.
"
"She snatched at every chance to improve her marksmanship.
","그녀는 사격기술을 향상시킬 모든 기회를 잡았다.
"
"He may go wherever he likes.
","그는 그가 좋아하는 어떤 곳도 갈 수 있다.
"
"The President named him as Secretary of state.
","대통령은 그를 국무장관으로 임명했다.
"
"I usually go to bed at 10.
","나는 평소에 10시에 잠자리에 든다.
"
"I don't like this particular hat,but the others are quite nice.
","내가 싫어하는 것이 바로 이 모자이다. 기타 다른 것은 모두 좋다.
"
"He is loyal to the Party and he will always remain so.
","그는 당에 아주 충성적이며, 또한 그는 영원히 충성할 것이다.
"
"The place is unapt for study.
","이 장소는 공부하기에 적합하지 않다.
"
"I've staked all my hopes on you.
","나는 이미 모든 희망을 다 너에게 걸었다.
"
"He's coming in a fortnight's time.
","그는 이주일 후에 이곳으로 올 것이다.
"
"He bashed his finger with a hammer.
","그는 쇠망치로 손가락을 찌어 다쳤다.
"
"We have vanilla,chocolate,and strawberry.
","우리는 딸기맛, 초코렛맛, 바닐라맛을 판다.
"
"burning hot weather,with the sun beating down
","태양이 타는 듯한 열기를 내리쬐는 날씨이다.
"
"I read the newspapers to keep myself informed about what is happening.
","내가 신문을 보는 것은 스스로가 시사를 이해하기 이해서이다.
"
"He saw badly in the dark.
","그는 어둠속에서 정확하게 볼 수 없었다.
"
"Duties paid on goods on importation may be drawn back when the same goods are reexported.
","수입할 때 관세를 지불한 화물을 다시 수출할 때 이미 낸 관세를 돌려 받을 수 있다.
"
"I've just looked into the article.
","나는 방금 그 글을 훑어보았다.
"
"I disavow you.
","나는 너와 관련된 일을 모른다.
"
"We appreciate your cooperation and look forward to receiving your further orders.
","당신 측의 협력에 감사드리오며, 당신 측의 더욱 많은 주문을 받을 수 있기를 기대하겠습니다.
"
"He never became reconciled to the loss of his wife.
","그는 아내를 잃은 것을 줄곧 마음에 두고있다.
"
"I will tell you.
","내가 너에게 말하겠다.
"
"Do you mind giving this table a wipe?.
","당신이 이 탁자를 닦아주시겠습니까?
"
"She was a bit queasy at her first appearance on the stage.
","그녀는 처음 무대에 올라 좀 불안했다.
"
"The wet weather may continue.
","비오는 날씨는 지속될 것이다.
"
"Let's ask Alice to come in on the plan.
","우리는 앨리스도 이 계획에 가입하도록 하자.
"
"He is too shy to mingle with others .
","그는 너무 내성적이어서 타인과 왕래하는데 부끄러워한다.
"
"bid up goods far beyond their real value
","상품의 가격을 원래 가치를 훨씬 넘겨 올려 놓다.
"
"He got in between the other two people.
","그는 다른 두 사람 사이에 끼어 들었다.
"
"He formerly worked in a factory,but now he's a teacher.
","그는 예전에 공장에서 일한 적이 있었으나, 지금은 교사이다.
"
"He went through the whole house hunting for his books.
","그는 온 집안 도처에서 그의 책을 찾아 뒤졌다.
"
"Their costumes harmonized with the background.
","그들의 연극 의상은 배경과 잘 어울린다.
"
"He lined out a few songs upon request.
","그는 몇수의 노래를 불러달라는 요청에 응했다.
"
"The boy has outgrown his strength.
","그 소년의 키는 체력보다 빨리 자란다.
"
"altogether ,it's a great success.
","총괄적으로 말하면, 그것은 대대적인 성공이다.
"
"Suddenly the heavens opened and it poured with rain.
","갑자기, 마치 하늘이 찢어진 듯이 비가 억수같이 퍼부었다.
"
"The pause gave him an opening to speak.
","담화의 중단이 그에게 입을 열어 말할 좋은 기회를 주었다.
"
"This dictionary has sixty thousand entries.
","이 자전에는 6만 자가 있다.
"
"She packed her bags and left.
","그녀는 여행짐을 꾸리고 출발했다.
"
"I've forgotten when to start.
","나는 이미 언제 출발해야 할지 잊었다.
"
"I hope you'll be able to come.
","당신이 올 수 있기를 바랍니다.
"
"I don't give a shit about politics.
","
"
"There is no hospital in the vicinity .
","부근에 병원이 없다.
"
"He is ace-high with us.
","그는 우리들의 그에 대한 존경을 받았다.
"
"We chanced upon him in the park yesterday.
","우리들은 어제 공원에서 그를 우연히 만났다.
"
"The workers had to lie off for a few days as the snow made building impossible.
","대설로 인해 건설 작업을 진행할 수 없어, 근로자들은 하는 수 없이 잠시 며칠 쉬었다.
"
"decide on a career
","직업을 결정하다.
"
"I must take care of myself.
","나는 스스로를 돌봐야만 한다.
"
"The car turned right around and went off in the opposite direction.
","그 차는 180도로 돌더니 반대 방향으로 운전해 갔다.
"
"The senator remarked that a policy of this type could lead into serious complications.
","그 참의원은 이러한 정책은 심각한 혼란을 가져올 수도 있다고 말했다.
"
"""Do you want to give a talk on that subject?""""I prefer not to.""
","""그 문제를 여러 사람에게 얘기하기를 원하냐?"" ""나는 얘기하지 않는 것이 좋다고 생각한다.""
"
"I have a migraine.
","나는 편두통이 생겼다.
"
"When I lift the pub I was confronted by two men who asked me for money.
","내가 작은 술집을 떠날 때, 두 명의 남자가 내 앞을 가로 막고 나에게 돈을 요구했다.
"
"His custom was to get up early and have a cold bath.
","그의 습관은 일찍 일어나서 냉수로 목욕을 하는 것이다.
"
"What you say has no relevance to what we're talking about.
","내가 말한 것은 우리가 지금 이야기하고 있는 화제와 아무런 관계가 없다.
"
"He swiped at the ball,but missed it.
","그는 팔을 휘두르며 공을 향해 맹격했지만 맞히지 못했다.
"
"The election will be brought forward to June instead of July.
","선거는 7월에서 6월로 앞당겨 거행할 것이다.
"
"I'll arrange for a taxi to pick you up.
","나는 택시 한 대를 안배해서 너를 맞이할 것이다.
"
"A new railway is being bilt.
","이 새 철로는 한창 부설중이다.
"
"He will be in hospital for the duration of the school year.
","본 학년의 전체 시간을 그는 병원에 입원하여 지낼 것이다.
"
"I'm sure the new agency will be a great success.
","나는 새 회사가 반드기 성황할거라고 믿는다.
"
"The heirs and heiresses were sitting in the living room,waiting for the oil magnate to snuff out.
","남녀 상속인이 거실에 앉아서 이 석유왕이 숨을 거두기를 기다리고 있다.
"
"Vote for Johnson--the people's friend!
","Johnson에게 한 표를 던지세요. 그는 국민의 지지자입니다.
"
"Defective cars were all recalled.
","문제가 있는 차를 모두 회수하였다.
"
"They rope off the street near the fire.
","그들은 불난 곳 부근의 도로를 끈으로 막았다.
"
"what is this ?.
","이것은 무엇입니까?
"
"The efforts he made to help us really choked us up.
","그가 우리를 돕기 위해서 한 노력은 정말 우리들을 감동시켰다.
"
"He pays his employees well.
","그는 그의 고용인들에게 후한 급료를 지불했다.
"
"Her going will be a great loss to the company.
","그녀의 이직은 이 회사에 중대한 손실을 줄 것이다.
"
"She spoke kindly to the old man.
","그녀는 화기애애하게 그 노인과 대화했다.
"
"We are pleased to have your inquiry and are sending you the price-list requested.
","당신의 문의편지를 받고 매우 기뻤으며, 당신이 필요로 하는 가격표를 보내드립니다.
"
"The girl went over the room quickly with a duster.
","여자아이는 털이개로 빨리 방을 한번 청소했다. 
"
"He hammered a tack into the wall to hang a picture.
","그는 벽에 그림을 걸 못을 박았다.
"
"I prefer dogs to cats.
","나는 개를 좋아하고 고양이는 아주 좋아하지 않는다.
"
"We have been booked down for the next ship.
","우리는 이미 다음 번의 증기선을 타기로 예약되었다.
"
"I would like to reciprocate for your kindness.
","나는 너의 호의에 보답하기를 원한다.
"
"The veteran worker got through with untold hardships in the old society.
","그 늙은 노동자는 구사회에서 온갖 어려움과 고난을 참아냈다.
"
"We can fill the car up with petrol at the petrol station.
","우리는 주유소에 가서 자동차에 휘발유를 가득 넣을 수 있다.
"
"This country is open to attack by an enemy.
","이 국가는 적의 공격을 받기 쉽다.
"
"We queued up for the bus.
","우리는 줄을 서서 버스를 기다린다.
"
"seldom seen,soon forgotten.
","자주 보지 않으면 바로 잊는다.
"
"It's not done to eat peas with a knife.
","칼로 콩을 먹는 것은 예절에 맞지 않는 것이다.
"
"She gripped her mother's hand in fear.
","그녀는 무서움에 어머니의 손을 꽉 잡았다.
"
"We assumed that the train would be on time.
","우리는 기차가 제시간에 역에 도착할 것이라고 생각한다.
"
"The pool of water evaporated in the sun.
","물 웅덩이의 물은 햇빛으로 증발하였다.
"
"This vote spells defeat for the government.
","이번 선거는 정부의 실패를 의미하고 있다.
"
"Take it or leave it.
","하든 않든 너에게 달렸다.
"
"I must get hold of some more writing paper.
","나는 필기용지를 조금 더 확보해야만 한다.
"
"Ill health seems to have cleared Sarah out.
","보아 하니 잦은 병치레가 이미 사라를 빈털터리로 만들었다.
"
"I'll run you in to the station.
","나는 차로 너를 정거장까지 데려다 주겠다.
"
"The exhibition drew a great many visitors.
","전람회가 많은 관중을 끌어들였다.
"
"You've been working all morning--you deserve a rest.
","너는 이미 오전 내내 했으니, 좀 쉬어야 한다.
"
"I want a double room with a view.
","나는 풍경이 보이는 2인용침실을 원한다.
"
"I stretched the pair of gloves to make them fit.
","나는 끼기에 편리하도록 장갑 두 짝을 벌렸다.
"
"I have been reflecting on what you said.
","나는 네가 한 말을 줄곧 생각했다.
"
"She bore with her noisy children.
","그녀는 시끄러운 아이들을 참았다.
"
"He signaled that the coast was clear.
","그는 해안 방어선에 장애가 없다는 신호를 보냈다.
"
"I'm coming in a tick .
","나는 곧 올 것이다.
"
"I've cracked my voice trying to speak too loud.
","나는 큰소리로 말을 하고 싶었지만 목소리가 쉬었다.
"
"You'll probably be getting a wedding invitation one of this days.
","너는 요 며칠 사이에 한 장의 청첩장을 받게 될 것이다.
"
"No difficulty can ever obstruct the advance of the people.
","어떤 곤란도 인민의 전진을 막을 수는 없다.
"
"He set me down in a comfortable chair.
","그는 나를 편안한 의자에 앉게 했다.
"
"I dug out these old trousers to give to the boy.
","나는 이 낡은 바지를 찾아내서 그 소년에게 주었다.
"
"He has disposed of all his books.
","그는 책을 모두 팔아 버렸다.
"
"The guerrillas soon broke through.
","유격대원들은 아주 빠르게 포위를 뚫었다.
"
"Fisher put in a plea of not guilty,but his brother put in one of guilty.
","피셔는 죄를 인정하지 않았으나, 그의 형은 죄를 인정하였다.
"
"Bullets from our wing gun ripped into the enemy plane.
","우리의 비행기 날개에 고정된 기과농이 쏜 탄알이 적기의 기체에 들어갔다.
"
"The kettle was boiling away on the fire.
","물주전자 안의 물은 불 위에서 끊임없이 끓고 있다.
"
"I pity you if you don't help her.
","만일 네가 그녀를 돕지 않는다면, 나는 너에게 서운하게 생각할 것이다.
"
"I was struck blind.
","나는 맞아서 머리가 어지럽고 눈앞이 아찔했다.
"
"I must get it finished somehow .
","나는 이 일을 처리할 방법을 생각해야만 한다.
"
"Miss Wang can speak English.
","미스 왕은 영어를 할 줄 안다.
"
"Please demonstrate how the machine works.
","이 기계를 어떻게 조작하는지 시범을 한 번 보여주세요.
"
